,importance
relative_throttle_position,0.1786353311459377
accelerator_pedal_d,0.15546602607259075
accelerator_pedal_e,0.15546602607259075
throttle_position,0.15448713459289892
intake_pressure,0.1435358014961991
engine_load,0.1391643403029827
speed,0.04148487039173823
rpm,0.020668922956823592
coolant_temp,0.008617900888205242
battery_voltage,0.002437851614321546
steering_angle,2.0907089041689473e-05
steering_angle_speed,1.4887376669805696e-05
