,importance
acc_magnitude,0.1781519621925053
gyro_magnitude,0.16662356155577274
acc_abs_x,0.12375298737737267
gyro_abs_x,0.12283782267060768
acc_abs_y,0.11351258939462047
gyro_abs_z,0.113365554822599
acc_abs_z,0.1099936822902977
gyro_abs_y,0.0690441555051812
gyro_z,0.0010218143347976107
gyro_y,0.000991436515719533
acc_y,0.000545136233799282
acc_z,0.00014491692765703412
acc_x,9.553267393396474e-06
gyro_x,4.826911676234065e-06
